SALESORDERID,SALESORDERITEM,PRODUCTID,QUANTITY,QUANTITYUNIT
200000818,30,MZ-FG-C20,10,EA
200000818,40,M-01,7,EA
200000819,10,MZ-FG-E101,7,EA
200000820,10,MZ-TG-Y240,8,EA
200000820,20,MZ-FG-E16,9,EA
200000820,30,MZ-FG-P010,1,EA
200000820,40,MZ-FG-M550,6,EA
200000820,50,MZ-TG-A27,4,EA
200000820,60,MZ-TG-SR01,1,EA
200000821,10,MZ-TG-E202,4,EA
200000822,10,FG226,7,EA
200000822,20,MZ-FG-M500,6,EA
200000822,30,MZ-FG-E103,9,EA
200000823,10,MZ-FG-C990,2,EA
200000823,20,MZ-FG-C990,2,EA
200000823,30,MZ-FG-M550,3,EA
200000823,40,MZ-TG-A26,3,EA
200000823,50,MZ-FG-R200,2,EA
200000824,10,MZ-FG-C20,9,EA
200000824,20,MZ-FG-R200,4,EA
200000824,30,MZ-FG-C20,5,EA
200000824,40,MZ-FG-E102,5,EA
200000825,10,M1,5,EA
200000825,20,M1,3,EA
200000825,30,MZ-TG-SR01,8,EA
200000825,40,FG226,10,EA
200000826,10,MZ-FG-E108,2,EA
200000826,20,MZ-FG-E17,9,EA
200000826,30,MZ-TG-A20,8,EA
200000826,40,M1,8,EA
200000826,50,MZ-FG-R100,3,EA
200000827,10,MZ-FG-M500,6,EA
200000828,10,MZ-FG-E16,5,EA
200000829,10,MZ-TG-A25,9,EA
200000829,20,MZ-FG-E16,3,EA
200000829,30,MZ-TG-A26,5,EA
200000829,40,MZ-FG-E102,9,EA
200000829,50,MZ-FG-C900,8,EA
200000830,10,MZ-FG-E15,10,EA
200000830,20,MZ-FG-C990,9,EA
200000830,30,MZ-FG-C10,2,EA
200000830,40,MZ-FG-C21,5,EA
200000830,50,MZ-FG-C990,7,EA
200000831,10,MZ-FG-C990,3,EA
200000831,20,MZ-FG-C20,9,EA
200000831,30,MZ-FG-R300,1,EA
200000831,40,MZ-TG-A25,10,EA
200000832,10,MZ-FG-R200,2,EA
200000833,10,MZ-FG-M500,8,EA
200000833,20,MZ-TG-Y240,5,EA
200000833,30,MZ-FG-E15,4,EA
200000833,40,MZ-TG-SR01,6,EA
200000833,50,MZ-TG-Y240,5,EA
200000833,60,MZ-TG-A27,3,EA
200000834,10,MZ-FG-R200,9,EA
200000834,20,MZ-TG-Y240,2,EA
200000834,30,MZ-FG-R200,1,EA
200000834,40,MZ-FG-E101,2,EA
200000834,50,MZ-FG-M525,9,EA
200000834,60,MZ-FG-E16,4,EA
200000835,10,MZ-FG-E17,3,EA
200000835,20,MZ-TG-Y200,3,EA
200000835,30,MZ-FG-C10,4,EA
200000835,40,MZ-TG-SR01,1,EA
200000835,50,MZ-FG-E16,2,EA
200000836,10,MZ-TG-Y120,1,EA
200000837,10,MZ-TG-E202,1,EA
200000837,20,MZ-FG-E103,4,EA
200000837,30,TG11,9,EA
200000837,40,CM-FL-V00,5,EA
200000837,50,MZ-FG-M550,1,EA
200000838,10,MZ-FG-C10,5,EA
200000838,20,MZ-FG-E16,3,EA
200000839,10,MZ-FG-M525,10,EA
200000840,10,MZ-FG-E103,8,EA
200000840,20,MZ-FG-E101,8,EA
200000840,30,MZ-FG-C10,2,EA
200000840,40,MZ-FG-R200,5,EA
200000840,50,MZ-TG-SR01,9,EA
200000841,10,M1,8,EA
200000841,20,MZ-TG-Y240,6,EA
200000842,10,MZ-TG-E202,4,EA
200000842,20,MZ-FG-E102,7,EA
200000842,30,MZ-TG-A20,5,EA
200000842,40,MZ-FG-E17,10,EA
200000842,50,MZ-TG-A27,8,EA
200000843,10,MZ-TG-Y240,2,EA
200000843,20,MZ-FG-E102,2,EA
200000843,30,MZ-FG-C21,4,EA
200000843,40,MZ-TG-Y240,6,EA
200000844,10,MZ-TG-Y240,4,EA
200000844,20,MZ-FG-E15,10,EA
200000844,30,MZ-FG-E103,3,EA
200000845,10,MZ-FG-E15,1,EA
200000845,20,M1,2,EA
200000846,10,MZ-FG-C990,3,EA
200000846,20,MZ-TG-E202,10,EA
200000846,30,MZ-FG-E103,9,EA
200000847,10,MZ-FG-M550,5,EA
200000847,20,MZ-TG-Y200,2,EA
200000847,30,MZ-FG-E101,8,EA
200000847,40,M1,5,EA
200000847,50,MZ-FG-M550,5,EA
200000848,10,MZ-FG-E15,7,EA
200000848,20,MZ-FG-C10,6,EA
200000848,30,MZ-FG-C20,1,EA
200000848,40,MZ-FG-E108,8,EA
200000849,10,MZ-TG-A25,10,EA
200000849,20,MZ-TG-A20,9,EA
200000849,30,MZ-FG-E17,3,EA
200000849,40,MZ-TG-A27,6,EA
200000849,50,MZ-FG-R200,1,EA
200000849,60,M-01,1,EA
200000850,10,MZ-FG-E16,6,EA
200000850,20,CM-FL-V00,7,EA
200000850,30,MZ-TG-SR01,9,EA
200000850,40,MZ-TG-A20,6,EA
200000851,10,TG11,3,EA
200000851,20,M1,10,EA
200000851,30,MZ-FG-M500,10,EA
200000851,40,MZ-FG-C10,2,EA
200000851,50,CM-FL-V00,8,EA
200000852,10,MZ-FG-C990,7,EA
200000852,20,MZ-FG-E101,3,EA
200000852,30,MZ-FG-E103,9,EA
200000853,10,MZ-FG-C20,9,EA
200000853,20,MZ-TG-SR01,10,EA
200000853,30,FG226,4,EA
200000853,40,CM-FL-V00,1,EA
200000853,50,MZ-FG-E103,6,EA
200000853,60,MZ-FG-E15,1,EA
200000854,10,MZ-TG-A20,4,EA
200000854,20,MZ-FG-C10,10,EA
200000854,30,MZ-TG-A20,8,EA
200000854,40,MZ-FG-M550,6,EA
200000854,50,MZ-FG-E15,6,EA
200000855,10,MZ-TG-E202,7,EA
200000855,20,MZ-FG-E103,2,EA
200000855,30,MZ-FG-P010,10,EA
200000855,40,MZ-FG-E15,1,EA
200000855,50,M-01,5,EA
200000855,60,MZ-FG-P010,8,EA
200000856,10,MZ-FG-C990,8,EA
200000856,20,CM-FL-V00,3,EA
200000857,10,MZ-FG-E101,8,EA
200000857,20,CM-FL-V00,1,EA
200000857,30,MZ-FG-R300,2,EA
200000857,40,MZ-FG-C21,10,EA
200000858,10,MZ-FG-R300,9,EA
200000858,20,TG11,9,EA
200000858,30,MZ-FG-E103,8,EA
200000859,10,MZ-TG-Y240,5,EA
200000859,20,MZ-TG-A27,4,EA
200000859,30,MZ-FG-E108,1,EA
200000859,40,MZ-FG-E101,6,EA
200000859,50,MZ-TG-A27,6,EA
200000859,60,MZ-TG-E202,7,EA
200000860,10,MZ-FG-M525,2,EA
200000861,10,FG226,6,EA
200000861,20,MZ-FG-E101,8,EA
200000861,30,M1,7,EA
200000862,10,MZ-FG-P010,9,EA
200000863,10,MZ-FG-E15,3,EA
200000863,20,MZ-FG-E15,6,EA
200000864,10,MZ-FG-M500,2,EA
200000864,20,MZ-FG-C20,8,EA
200000864,30,MZ-FG-C20,10,EA
200000864,40,MZ-FG-R100,6,EA
200000865,10,MZ-TG-A20,3,EA
200000865,20,MZ-FG-R200,2,EA
200000865,30,MZ-FG-C10,5,EA
200000865,40,MZ-TG-A27,6,EA
200000865,50,MZ-TG-A25,3,EA
200000866,10,MZ-FG-R100,6,EA
200000867,10,MZ-FG-E15,6,EA
200000867,20,MZ-FG-M500,9,EA
200000867,30,M-01,6,EA
200000867,40,MZ-FG-E108,2,EA
200000867,50,MZ-FG-E15,5,EA
200000868,10,M-01,10,EA
200000868,20,MZ-FG-R200,7,EA
200000868,30,MZ-FG-R200,9,EA
200000868,40,MZ-FG-C950,3,EA
200000868,50,MZ-TG-E202,6,EA
200000868,60,MZ-FG-E16,3,EA
200000869,10,MZ-FG-R300,5,EA
200000869,20,MZ-FG-C990,8,EA
200000869,30,MZ-FG-M525,2,EA
200000869,40,MZ-FG-E16,2,EA
200000869,50,M-01,1,EA
200000870,10,MZ-FG-M525,3,EA
200000870,20,MZ-FG-P010,1,EA
200000870,30,MZ-FG-E15,4,EA
200000871,10,MZ-TG-A25,5,EA
200000871,20,M1,7,EA
200000872,10,MZ-TG-E202,5,EA
200000872,20,MZ-FG-C950,8,EA
200000872,30,MZ-FG-R200,3,EA
200000872,40,MZ-FG-C950,1,EA
200000872,50,MZ-FG-C10,7,EA
200000872,60,FG226,1,EA
200000873,10,M-01,6,EA
200000873,20,MZ-FG-E101,3,EA
200000874,10,MZ-FG-R100,4,EA
200000874,20,MZ-FG-C990,3,EA
200000874,30,MZ-FG-E103,1,EA
200000875,10,MZ-TG-E202,6,EA
200000876,10,MZ-FG-E102,6,EA
200000876,20,MZ-FG-R300,5,EA
200000877,10,MZ-FG-M500,9,EA
200000878,10,MZ-FG-E101,4,EA
200000878,20,MZ-TG-SR01,3,EA
200000878,30,MZ-FG-E103,6,EA
200000879,10,TG11,1,EA
200000879,20,CM-FL-V00,1,EA
200000879,30,MZ-FG-C990,9,EA
200000879,40,MZ-FG-E16,8,EA
200000880,10,MZ-FG-P010,10,EA
200000880,20,MZ-TG-A27,1,EA
200000880,30,MZ-FG-E15,9,EA
200000881,10,MZ-FG-C20,2,EA
200000881,20,MZ-FG-E101,9,EA
200000881,30,MZ-TG-A26,2,EA
200000881,40,CM-FL-V00,4,EA
200000881,50,TG11,7,EA
200000882,10,MZ-FG-C900,9,EA
200000882,20,MZ-FG-M500,4,EA
200000882,30,MZ-FG-C20,2,EA
200000882,40,MZ-FG-E17,5,EA
200000883,10,MZ-FG-E101,2,EA
200000884,10,MZ-FG-C10,10,EA
200000884,20,MZ-FG-E108,7,EA
200000884,30,MZ-FG-E103,6,EA
200000885,10,TG11,5,EA
200000885,20,CM-FL-V00,8,EA
200000885,30,MZ-FG-C10,5,EA
200000885,40,MZ-FG-M525,1,EA
200000885,50,MZ-FG-C10,9,EA
200000886,10,MZ-FG-C990,7,EA
200000886,20,MZ-FG-C20,1,EA
200000886,30,MZ-FG-R200,5,EA
200000886,40,MZ-FG-E16,9,EA
200000886,50,MZ-TG-Y200,8,EA
200000886,60,MZ-FG-R100,10,EA
200000887,10,MZ-FG-R300,5,EA
200000888,10,MZ-FG-E17,3,EA
200000888,20,MZ-FG-E16,3,EA
200000888,30,MZ-FG-C20,2,EA
200000888,40,MZ-TG-Y200,7,EA
200000889,10,TG11,10,EA
200000889,20,MZ-FG-C21,8,EA
200000889,30,MZ-FG-R300,6,EA
200000890,10,MZ-FG-M550,8,EA
200000890,20,M1,2,EA
200000890,30,MZ-FG-C10,5,EA
200000890,40,FG226,3,EA
200000890,50,MZ-FG-C20,10,EA
200000891,10,MZ-FG-E15,10,EA
200000891,20,MZ-TG-A26,6,EA
200000891,30,MZ-FG-M500,8,EA
200000891,40,MZ-FG-M550,4,EA
200000892,10,MZ-FG-P010,3,EA
200000892,20,MZ-FG-E16,5,EA
200000892,30,MZ-TG-A20,3,EA
200000892,40,MZ-FG-R200,6,EA
200000892,50,M-01,8,EA
200000893,10,MZ-FG-E101,5,EA
200000893,20,MZ-TG-SR01,10,EA
200000893,30,MZ-TG-Y120,3,EA
200000894,10,MZ-FG-R100,9,EA
200000894,20,MZ-TG-A27,2,EA
200000894,30,MZ-FG-R200,5,EA
200000894,40,MZ-FG-E17,3,EA
200000894,50,MZ-FG-E102,4,EA
200000894,60,MZ-FG-C990,3,EA
200000895,10,MZ-TG-Y200,8,EA
200000895,20,MZ-FG-E101,8,EA
200000895,30,MZ-FG-E15,6,EA
200000896,10,MZ-FG-R200,1,EA
200000897,10,MZ-FG-E101,2,EA
200000898,10,MZ-FG-E102,7,EA
200000898,20,MZ-TG-A27,4,EA
200000898,30,MZ-TG-A20,8,EA
200000898,40,MZ-FG-E17,7,EA
200000898,50,MZ-FG-M525,4,EA
200000899,10,MZ-TG-E202,3,EA
200000899,20,MZ-FG-M550,4,EA
200000899,30,MZ-FG-E17,10,EA
200000899,40,FG226,9,EA
200000899,50,MZ-FG-E103,2,EA
200000899,60,MZ-FG-P010,8,EA
200000900,10,MZ-TG-A27,6,EA
200000900,20,MZ-TG-A27,9,EA
200000901,10,FG226,1,EA
200000901,20,MZ-TG-A20,7,EA
200000902,10,MZ-FG-C21,9,EA
200000902,20,MZ-TG-Y120,10,EA
200000902,30,MZ-TG-A20,3,EA
200000902,40,MZ-TG-SR01,4,EA
200000902,50,MZ-FG-E15,6,EA
200000903,10,MZ-FG-R100,9,EA
200000903,20,MZ-FG-E101,3,EA
200000903,30,MZ-TG-SR01,3,EA
200000903,40,MZ-FG-C990,5,EA
200000903,50,MZ-TG-A20,6,EA
200000904,10,MZ-FG-E15,9,EA
200000905,10,MZ-FG-R300,10,EA
200000905,20,MZ-FG-C10,2,EA
200000905,30,MZ-FG-E15,7,EA
200000906,10,MZ-FG-C10,5,EA
200000906,20,MZ-FG-C950,9,EA
200000906,30,MZ-TG-A20,6,EA
200000906,40,CM-FL-V00,5,EA
200000906,50,MZ-TG-A25,8,EA
200000907,10,MZ-FG-M550,3,EA
200000907,20,MZ-FG-C900,6,EA
200000907,30,M-01,7,EA
200000907,40,MZ-FG-M550,6,EA
200000907,50,MZ-FG-E16,9,EA
200000907,60,MZ-TG-SR01,3,EA
200000908,10,M-01,4,EA
200000909,10,MZ-FG-E15,2,EA
200000909,20,MZ-FG-P010,7,EA
200000909,30,MZ-TG-Y240,10,EA
200000910,10,MZ-FG-E102,5,EA
200000910,20,CM-FL-V00,7,EA
200000910,30,MZ-TG-SR01,6,EA
200000910,40,MZ-FG-R300,8,EA
200000911,10,MZ-FG-M500,6,EA
200000911,20,M1,4,EA
200000911,30,MZ-TG-A27,1,EA
200000912,10,MZ-FG-E16,8,EA
200000912,20,FG226,7,EA
200000912,30,MZ-FG-C20,3,EA
200000912,40,MZ-FG-R300,8,EA
200000913,10,MZ-FG-E17,2,EA
200000913,20,MZ-FG-C20,3,EA
200000913,30,MZ-FG-C20,4,EA
200000913,40,MZ-FG-E17,7,EA
200000913,50,MZ-FG-E108,3,EA
200000913,60,MZ-FG-C20,7,EA
200000914,10,MZ-FG-M550,2,EA
200000914,20,MZ-FG-C21,9,EA
200000914,30,MZ-FG-R200,7,EA
200000914,40,MZ-TG-SR01,10,EA
200000914,50,MZ-FG-C950,1,EA
200000914,60,CM-FL-V00,9,EA
200000915,10,MZ-TG-SR01,7,EA
200000915,20,M1,3,EA
200000916,10,MZ-FG-E101,1,EA
200000916,20,MZ-FG-C990,1,EA
200000916,30,MZ-FG-R200,9,EA
200000916,40,MZ-FG-R200,9,EA
200000916,50,MZ-FG-E17,9,EA
200000916,60,MZ-TG-Y120,10,EA
200000917,10,MZ-FG-E15,10,EA
200000917,20,MZ-FG-C21,7,EA
200000917,30,MZ-TG-Y200,6,EA
200000917,40,CM-FL-V00,9,EA
200000918,10,MZ-TG-Y240,6,EA
200000918,20,MZ-FG-C900,7,EA
200000918,30,MZ-FG-C20,6,EA
200000918,40,MZ-TG-A25,7,EA
200000919,10,MZ-FG-P010,10,EA
200000919,20,MZ-FG-E15,9,EA
200000919,30,MZ-FG-E17,7,EA
200000919,40,MZ-FG-R100,8,EA
200000920,10,MZ-TG-A27,4,EA
200000920,20,MZ-FG-P010,1,EA
200000920,30,MZ-FG-C10,4,EA
200000920,40,MZ-FG-C21,4,EA
200000920,50,MZ-FG-C21,9,EA
200000921,10,MZ-TG-A26,4,EA
200000921,20,MZ-FG-R300,3,EA
200000921,30,MZ-FG-E17,2,EA
200000921,40,MZ-FG-C21,7,EA
200000921,50,M-01,9,EA
200000922,10,MZ-FG-C990,5,EA
200000922,20,MZ-TG-Y240,1,EA
200000922,30,MZ-FG-R200,8,EA
200000922,40,CM-FL-V00,5,EA
200000922,50,MZ-FG-M500,1,EA
200000922,60,M1,7,EA
200000923,10,MZ-FG-R300,10,EA
200000923,20,CM-FL-V00,6,EA
200000923,30,MZ-FG-E17,10,EA
200000923,40,MZ-FG-R200,7,EA
200000923,50,MZ-FG-C900,9,EA
200000924,10,MZ-TG-A20,9,EA
200000924,20,MZ-TG-E202,2,EA
200000925,10,MZ-FG-E102,6,EA
200000925,20,MZ-FG-C950,3,EA
200000925,30,MZ-FG-P010,6,EA
200000925,40,FG226,1,EA
200000925,50,MZ-FG-E102,4,EA
200000925,60,MZ-FG-E17,7,EA
200000926,10,MZ-FG-M525,1,EA
200000926,20,MZ-FG-R200,10,EA
200000926,30,MZ-FG-C20,3,EA
200000926,40,CM-FL-V00,5,EA
200000927,10,MZ-TG-Y120,10,EA
200000927,20,FG226,3,EA
200000927,30,MZ-TG-A26,9,EA
200000928,10,MZ-TG-A26,1,EA
200000929,10,MZ-TG-A25,3,EA
200000929,20,MZ-FG-M550,7,EA
200000929,30,CM-FL-V00,2,EA
200000930,10,MZ-FG-E16,8,EA
200000930,20,MZ-FG-M550,7,EA
200000931,10,MZ-FG-R100,3,EA
200000931,20,MZ-FG-E103,3,EA
200000931,30,MZ-FG-R300,1,EA
200000931,40,MZ-FG-M500,10,EA
200000931,50,MZ-TG-Y120,8,EA
200000931,60,MZ-TG-A26,3,EA
200000932,10,MZ-FG-E17,10,EA
200000932,20,MZ-TG-A26,1,EA
200000932,30,MZ-TG-A20,2,EA
200000932,40,MZ-FG-C950,5,EA
200000932,50,MZ-FG-E16,8,EA
200000933,10,MZ-TG-E202,10,EA
200000933,20,M-01,9,EA
200000933,30,MZ-TG-SR01,6,EA
200000933,40,MZ-TG-Y200,8,EA
200000933,50,MZ-FG-E16,2,EA
200000934,10,MZ-FG-C21,5,EA
200000934,20,TG11,4,EA
200000934,30,MZ-FG-C20,4,EA
200000934,40,MZ-TG-A20,5,EA
200000935,10,MZ-FG-E101,10,EA
200000936,10,MZ-TG-Y120,7,EA
200000936,20,MZ-FG-C21,10,EA
200000936,30,MZ-FG-C20,8,EA
200000936,40,MZ-FG-M525,7,EA
200000937,10,MZ-TG-E202,6,EA
200000937,20,CM-FL-V00,8,EA
200000937,30,MZ-FG-R200,3,EA
200000937,40,MZ-FG-C990,1,EA
200000937,50,MZ-FG-C900,2,EA
200000937,60,MZ-TG-A27,3,EA
200000938,10,MZ-TG-SR01,8,EA
200000939,10,MZ-TG-Y120,7,EA
200000939,20,MZ-TG-A20,7,EA
200000939,30,MZ-FG-R300,8,EA
200000940,10,MZ-FG-C990,5,EA
200000940,20,MZ-TG-A27,6,EA
200000940,30,MZ-FG-E15,2,EA
200000941,10,M-01,8,EA
200000941,20,MZ-FG-C20,9,EA
200000941,30,CM-FL-V00,4,EA
200000942,10,MZ-FG-R200,10,EA
200000942,20,MZ-FG-E108,4,EA
200000942,30,MZ-FG-R200,7,EA
200000942,40,MZ-TG-Y200,2,EA
200000942,50,MZ-FG-M550,1,EA
200000942,60,MZ-FG-R300,4,EA
200000943,10,MZ-FG-E103,10,EA
200000943,20,M-01,10,EA
200000943,30,MZ-FG-M500,6,EA
200000943,40,MZ-FG-E101,5,EA
200000943,50,M-01,2,EA
200000944,10,MZ-FG-R200,3,EA
200000944,20,MZ-TG-A27,2,EA
200000944,30,MZ-FG-C20,9,EA
200000944,40,MZ-FG-C900,10,EA
200000945,10,MZ-FG-E17,2,EA
200000946,10,MZ-FG-C900,3,EA
200000946,20,MZ-TG-A27,4,EA
200000946,30,MZ-FG-C20,2,EA
200000946,40,TG11,10,EA
200000947,10,MZ-FG-M525,3,EA
200000947,20,MZ-FG-C900,8,EA
200000947,30,M1,3,EA
200000947,40,MZ-TG-A27,8,EA
200000947,50,MZ-FG-M550,1,EA
200000947,60,MZ-FG-M525,3,EA
200000948,10,MZ-TG-Y200,6,EA
200000948,20,MZ-FG-C990,4,EA
200000948,30,MZ-FG-C20,8,EA
200000948,40,MZ-TG-Y240,8,EA
200000949,10,MZ-FG-M550,2,EA
200000949,20,MZ-TG-E202,3,EA
200000949,30,MZ-FG-E15,9,EA
200000949,40,MZ-FG-C20,3,EA
200000950,10,MZ-FG-M550,6,EA
200000951,10,MZ-FG-M500,2,EA
200000952,10,MZ-FG-E101,7,EA
200000952,20,MZ-TG-A25,8,EA
200000952,30,MZ-FG-C20,7,EA
200000952,40,MZ-TG-A20,5,EA
200000953,10,MZ-TG-Y120,4,EA
200000953,20,M1,6,EA
200000953,30,MZ-FG-R100,5,EA
200000953,40,M1,5,EA
200000954,10,FG226,6,EA
200000955,10,MZ-TG-Y120,10,EA
200000955,20,FG226,5,EA
200000955,30,MZ-FG-C10,6,EA
200000955,40,MZ-TG-A27,3,EA
200000955,50,MZ-FG-C10,1,EA
200000956,10,MZ-FG-M525,6,EA
200000956,20,MZ-FG-M500,1,EA
200000956,30,MZ-FG-C20,10,EA
200000956,40,MZ-FG-E101,5,EA
200000957,10,MZ-TG-A27,1,EA
200000957,20,MZ-TG-Y120,1,EA
200000957,30,MZ-FG-C950,10,EA
200000957,40,MZ-TG-Y240,8,EA
200000957,50,MZ-FG-E16,6,EA
200000957,60,MZ-TG-A27,3,EA
200000958,10,MZ-TG-Y240,1,EA
200000958,20,MZ-FG-C20,3,EA
200000959,10,MZ-FG-E17,7,EA
200000960,10,MZ-FG-E17,10,EA
200000961,10,MZ-TG-A20,1,EA
200000962,10,MZ-FG-E103,8,EA
200000962,20,MZ-FG-R100,7,EA
200000962,30,MZ-FG-C20,8,EA
200000962,40,MZ-FG-C20,8,EA
200000963,10,MZ-FG-C21,10,EA
200000964,10,TG11,4,EA
200000964,20,MZ-FG-R100,2,EA
200000965,10,MZ-TG-A20,1,EA
200000965,20,MZ-TG-Y240,1,EA
200000966,10,MZ-TG-A25,1,EA
200000966,20,MZ-FG-R200,7,EA
200000966,30,MZ-FG-R200,4,EA
200000966,40,TG11,6,EA
200000966,50,MZ-FG-M500,2,EA
200000966,60,MZ-TG-A25,3,EA
200000967,10,MZ-FG-C10,3,EA
200000968,10,MZ-FG-R200,6,EA
200000968,20,MZ-FG-E108,10,EA
200000968,30,MZ-FG-R200,4,EA
200000968,40,MZ-FG-C990,9,EA
200000968,50,FG226,7,EA
200000968,60,MZ-TG-A26,9,EA
200000969,10,MZ-FG-R100,4,EA
200000970,10,MZ-FG-E16,7,EA
200000970,20,MZ-TG-A20,6,EA
200000971,10,MZ-FG-C10,1,EA
200000972,10,MZ-TG-A26,6,EA
200000972,20,MZ-TG-A20,5,EA
200000972,30,MZ-FG-C20,9,EA
200000972,40,FG226,6,EA
200000973,10,MZ-FG-E15,10,EA
200000973,20,MZ-FG-M525,6,EA
200000973,30,MZ-FG-C21,8,EA
200000973,40,MZ-TG-A26,5,EA
200000973,50,MZ-FG-E101,4,EA
200000973,60,MZ-TG-Y240,6,EA
200000974,10,MZ-FG-E17,2,EA
200000974,20,MZ-FG-E17,5,EA
200000974,30,MZ-TG-A20,2,EA
200000974,40,MZ-FG-C950,6,EA
200000974,50,MZ-FG-C20,9,EA
200000975,10,MZ-FG-C990,1,EA
200000975,20,MZ-FG-C10,7,EA
200000976,10,MZ-FG-C950,3,EA
200000976,20,MZ-FG-E101,9,EA
200000976,30,MZ-FG-C20,6,EA
200000976,40,MZ-FG-C950,2,EA
200000977,10,MZ-TG-Y200,2,EA
200000977,20,MZ-TG-A25,10,EA
200000978,10,MZ-FG-C20,8,EA
200000978,20,MZ-FG-C990,9,EA
200000978,30,MZ-FG-R200,8,EA
200000978,40,MZ-FG-C20,10,EA
200000978,50,FG226,7,EA
200000978,60,MZ-FG-R200,8,EA
200000979,10,MZ-TG-A27,7,EA
200000979,20,MZ-FG-P010,1,EA
200000979,30,MZ-FG-E17,4,EA
200000980,10,MZ-FG-R100,10,EA
200000980,20,MZ-FG-E101,2,EA
200000980,30,MZ-FG-E15,9,EA
200000981,10,FG226,10,EA
200000981,20,MZ-FG-C10,3,EA
200000982,10,CM-FL-V00,10,EA
200000982,20,MZ-FG-E108,9,EA
200000982,30,MZ-FG-R200,9,EA
200000982,40,MZ-FG-E17,9,EA
200000982,50,MZ-TG-E202,1,EA
200000982,60,MZ-FG-C10,10,EA
200000983,10,MZ-TG-Y120,5,EA
200000983,20,MZ-FG-E16,4,EA
200000983,30,MZ-TG-E202,3,EA
200000983,40,MZ-FG-E17,5,EA
200000983,50,CM-FL-V00,10,EA
200000984,10,MZ-TG-Y120,8,EA
200000985,10,MZ-FG-C21,7,EA
200000985,20,FG226,9,EA
200000986,10,MZ-TG-Y240,4,EA
200000986,20,MZ-TG-SR01,8,EA
200000986,30,MZ-FG-C20,2,EA
200000986,40,MZ-TG-E202,8,EA
200000987,10,MZ-FG-P010,5,EA
200000987,20,MZ-FG-E17,2,EA
200000988,10,MZ-FG-C900,5,EA
200000988,20,TG11,6,EA
200000988,30,MZ-FG-C20,10,EA
200000988,40,MZ-FG-E17,2,EA
200000989,10,MZ-TG-SR01,4,EA
200000989,20,MZ-TG-Y240,2,EA
200000989,30,MZ-TG-Y120,8,EA
200000990,10,MZ-FG-M500,6,EA
200000990,20,MZ-FG-C10,5,EA
200000990,30,MZ-FG-E15,2,EA
200000991,10,MZ-FG-E101,9,EA
200000991,20,FG226,10,EA
200000992,10,MZ-TG-Y120,9,EA
200000992,20,MZ-TG-SR01,3,EA
200000992,30,MZ-FG-R200,8,EA
200000992,40,TG11,8,EA
200000992,50,MZ-FG-R300,6,EA
200000992,60,MZ-FG-E102,3,EA
200000993,10,FG226,8,EA
200000993,20,MZ-FG-E102,4,EA
200000993,30,MZ-FG-E103,2,EA
200000993,40,MZ-FG-E103,1,EA
200000993,50,M1,2,EA
200000993,60,MZ-TG-A26,10,EA
200000994,10,MZ-TG-SR01,8,EA
200000994,20,MZ-FG-R100,1,EA
200000995,10,CM-FL-V00,9,EA
200000995,20,MZ-FG-E17,3,EA
200000995,30,MZ-FG-E15,9,EA
200000996,10,MZ-FG-M550,3,EA
200000996,20,MZ-FG-E16,10,EA
200000996,30,MZ-TG-A20,6,EA
200000996,40,TG11,2,EA
200000996,50,MZ-FG-C10,10,EA
200000997,10,MZ-TG-Y240,3,EA
200000997,20,MZ-FG-E103,10,EA
200000997,30,MZ-FG-C10,9,EA
200000997,40,MZ-FG-E103,6,EA
200000997,50,MZ-FG-E101,10,EA
200000997,60,M-01,5,EA
200000998,10,MZ-TG-Y240,1,EA
200000998,20,MZ-FG-C900,9,EA
200000998,30,MZ-FG-C20,2,EA
200000998,40,MZ-FG-M500,6,EA
200000999,10,MZ-FG-M525,2,EA
200000999,20,MZ-FG-R100,6,EA
200000999,30,MZ-FG-P010,4,EA
200001000,10,MZ-FG-C21,6,EA
200001000,20,MZ-TG-E202,5,EA
200001000,30,MZ-FG-P010,1,EA
200001000,40,MZ-FG-R200,5,EA
200001000,50,MZ-FG-E17,10,EA
200001000,60,MZ-TG-A26,5,EA
200001001,10,MZ-FG-P010,5,EA
200001001,20,MZ-FG-M550,5,EA
200001001,30,MZ-TG-Y120,10,EA
200001001,40,MZ-FG-R100,8,EA
200001001,50,MZ-FG-E102,6,EA
200001001,60,M-01,5,EA
200001002,10,MZ-FG-E15,3,EA
200001002,20,MZ-FG-E101,10,EA
200001002,30,MZ-TG-A20,5,EA
200001002,40,MZ-FG-R100,9,EA
200001002,50,MZ-TG-SR01,10,EA
200001003,10,MZ-FG-C900,6,EA
200001003,20,MZ-FG-E102,1,EA
200001003,30,MZ-FG-R300,4,EA
200001003,40,MZ-FG-M550,8,EA
200001004,10,FG226,3,EA
200001004,20,MZ-FG-R100,8,EA
200001004,30,MZ-FG-R200,1,EA
200001004,40,MZ-TG-Y120,8,EA
200001004,50,MZ-FG-R200,8,EA
200001004,60,FG226,10,EA
200001005,10,M-01,9,EA
200001005,20,MZ-FG-R200,9,EA
200001005,30,MZ-FG-P010,3,EA
200001005,40,MZ-FG-C20,4,EA
200001005,50,TG11,9,EA
200001005,60,MZ-FG-R200,2,EA
200001006,10,MZ-FG-E15,3,EA
200001006,20,MZ-TG-E202,5,EA
200001006,30,MZ-TG-A20,1,EA
200001006,40,MZ-FG-E103,10,EA
200001006,50,MZ-TG-A26,7,EA
